b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
10665,13735,20635,34335,60365,112075,218115,427395,869435,1843875,3663500,7389355,14941595,29713520,59334395,118572720,249296915
10495,13710,20945,34325,59930,111995,217100,441380,876980,1846150,3670910,7355900,15023035,29699110,59314300,118566110,249249105
10430,13630,20520,34785,60345,112335,217190,433290,867995,1845625,3652845,7409200,14956400,29722650,59345915,118604555,249328045
10710,13640,20725,35100,59860,112255,216900,425840,879625,1845835,3666645,7377755,14956975,29744190,59381850,118553285,249273580
10610,13815,20675,34495,60300,112515,216235,433230,879890,1840390,3660655,7375605,14968385,29697760,59345490,118539060,249249005
10595,13840,20615,34525,60565,111925,217155,446385,850340,1837515,3651015,7383410,15012220,29720820,59341715,118509985,249261420
10745,13795,20840,34445,60220,112090,216875,450805,882070,1839410,3667255,7389340,14976805,29740030,59275865,118537110,249365230
10605,13915,21280,34390,60260,112275,216680,447895,871525,1845390,3668520,7431105,14959665,29733530,59335935,118538605,249309840
10695,13815,21095,34315,60375,112275,216090,441580,878070,1840085,3650445,7399805,14974730,29686995,59338945,118524070,249100970
10915,13585,21670,34700,60320,112695,216325,441800,876970,1843060,3660960,7359765,14962220,29718460,59325275,118497490,249302895
10855,13695,21595,34810,60225,111830,216325,430335,869060,1843320,3664540,7378990,14961630,29692995,59312840,118530240,249191920
10640,14160,21870,34355,60220,112405,223610,448030,855005,1841950,3675420,7387805,15000180,29699215,59295965,118493720,249202770
10740,13825,21780,34825,60380,112015,218370,430430,894130,1844145,3653565,7385965,14961760,29727785,59337300,118547720,249400500
10680,13730,21370,35055,60135,111695,217735,430035,873950,1844540,3663610,7386050,14979645,29718730,59235935,118498180,249305010
10490,13510,21460,34930,60290,114120,223990,428615,869970,1844725,3663900,7362580,15021070,29742140,59300585,118588335,249297415
10875,14065,21640,34970,59980,113845,217115,431435,860315,1848595,3674575,7388850,15026185,29701635,59323875,118547320,249222585
10530,13720,21675,34805,60125,112035,230560,429550,861930,1846790,3666415,7422185,15007400,29741545,59285505,118512935,249379405
10345,13835,21350,34700,60685,112305,230220,426945,904580,1862820,3664945,7380345,14952280,29708145,59334390,118580640,249322150
11035,13805,21690,34815,60755,112345,215960,433290,873905,1847090,3662435,7406720,15054000,29734905,59301125,118519500,249433465
10755,14370,21120,34670,60065,112000,217290,425910,877900,1855075,3680620,7422010,14912950,29697985,59311815,118519390,249256480
10855,13935,21425,34125,60165,112130,218010,426740,867175,1845405,3724720,7393835,14958075,29701600,59348785,118567225,249425315
10870,13925,21975,34740,60300,111820,216775,426590,862990,1846680,3664865,7380595,14967230,29762825,59465320,118574235,249283460
