x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
1140302,1155462,1038366,1084465,1009630,958136,1059261,1293365,1609304
1142956,1156473,1045777,1081179,1029541,977459,1099384,1224957,1536214
1142221,1150215,1042819,1082815,1027807,973353,1122799,1307998,1659342
1142493,1157902,1067185,1076289,1008448,964556,1078556,1259389,2701927
1141833,1150866,1044306,1087000,1018462,962455,1110687,1499539,1483888
1141073,1160126,1044870,1087795,1007697,968491,1144289,1336862,1921485
1145100,1151903,1035734,1080763,1008407,955360,1097009,1298844,1657245
1143421,1159752,1038993,1088930,1019002,962061,1106377,1276322,1666788
1141631,1153360,1044396,1069109,1008490,954258,1076519,1271528,2940177
1143358,1152816,1039657,1074658,1001716,959310,1119337,1253134,1686768
1144758,1149650,1026495,1080892,1017040,956002,1051421,1293508,1651097
1145204,1151311,1034563,1084118,1010546,945063,1048540,1252710,1580668
1143142,1149902,1051789,1091009,1012840,964199,1080030,1313755,1697723
1142096,1151785,1046388,1098112,1000503,975169,1061041,1235566,2728068
1143108,1154052,1028379,1081194,1007554,969076,1107206,1311719,1807903
1148829,1152936,1031817,1090054,1028768,969794,1088430,1249200,1686848
1141592,1150974,1023201,1090260,1010734,959961,1084272,1296610,1563219
1145315,1150125,1047935,1085572,1006938,955553,1094885,1231272,1657587
1146727,1149228,1041482,1090933,1020403,986126,1113257,1287129,2778268
1140148,1151879,1027688,1082578,1025896,958906,1075584,1229594,1558609
1144433,1150660,1041831,1086020,1024902,969852,1053093,1284750,1567679
1146015,1151517,1028751,1086199,1013265,950677,1096218,1233989,1740153
1140254,1151089,1043600,1083079,999249,962960,1113962,1285388,2875030
1141640,1149684,1044371,1086917,1004666,980223,1111848,1292589,1624248
1150563,1148387,1023158,1095297,1009637,961848,1107749,1276564,1607794
1145168,1147499,1059453,1095399,998955,955603,1110825,1231123,2035797
1142156,1155770,1041634,1080255,1006949,965625,1081273,1293701,1981682
1132292,1150731,1041771,1087660,1014781,960739,1119834,1252561,2958972
1142243,1154204,1027559,1075509,1010548,949679,1149831,1277125,1682011
1143523,1150693,1031192,1083874,1022070,948666,1095521,1256759,1800047
1141708,1156864,1030673,1074046,1032833,963769,1118136,1308758,1636218
1139535,1153145,1039787,1081609,1008465,969997,1102816,1496512,1741570
1138918,1155733,1028499,1073409,1009897,952724,1100355,1288471,2778993
1143231,1152841,1034511,1082733,1013934,954163,1118784,1300670,1625845
1142371,1151088,1048787,1083588,1018615,965923,1098097,1218255,1569231
1141799,1150133,1041474,1088886,1009940,968380,1127824,1290864,1610524
1141909,1149486,1041796,1095478,1012318,965021,1112340,1239803,1704853
1144432,1151277,1030046,1080831,1026715,966449,1125468,1323071,3072137
