x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
57589779,57418774,59193973,57880836,58356044,56693637,59581626,85474647,80117951
57061647,56738161,59772490,58053736,60356684,56486405,58055610,65866602,68705618
56611239,59738417,59005426,57289484,57577358,56861415,59847074,59408469,68092897
57376349,57110396,59676883,57789079,57923089,56745680,63670909,58755041,67855625
57831452,57499175,59935196,57943907,58173977,56923361,60649394,58422407,69882756
57681029,58778321,60068974,61329591,58055183,56487203,61409745,58447604,66541627
57871969,58210429,60139386,60436178,58550991,56460915,62411724,58370331,84627547
57493825,57204140,59986871,56220462,58377602,56460273,60805481,58488497,94692983
56558870,56621922,59043704,55843821,58122530,57109090,67648301,58366985,71759101
56883286,56514699,60070568,55926669,58407607,57809399,70879438,58094241,65283292
58270329,56359783,68357848,56068501,58184135,57828287,61786675,58452172,61825314
56921933,57516777,59028551,55938161,58337784,58160924,60887114,58929297,61622864
56944901,56547245,59341366,56031247,57990323,58026026,61058100,58912540,63115253
58598202,56804232,59885708,56147089,57903709,57726626,62120223,58496925,64207467
56957264,56243263,58887906,56388577,58019785,58101638,60351962,58546377,62142184
56791826,57650118,59472902,56257998,57714641,57955640,60612695,58179344,63798646
58277243,58227377,59796176,56201298,57978468,57618474,61866557,59363878,61881495
59896926,56765964,59914131,56253117,57725837,59509992,61265730,59721901,63481386
57840122,56526951,60558182,55920046,57465070,59878971,60826221,59936471,62084920
56684547,57365185,60196010,56005276,59318969,57561404,57888063,59559408,64329223
56916367,57509512,60588059,56121482,57246257,57854327,57915970,58318966,61711798
57276986,56963583,60703542,56183068,57701340,58527984,57887258,60664095,62027219
56826990,57295882,60833298,56183223,57512002,58153202,58319104,59940902,61603435
57090965,55751835,60425541,58146181,57270450,58124100,58223898,59998433,61274171
56966225,56780055,58054837,58561633,57269479,57830528,58018746,59395494,61270728
67350309,57501223,56907196,58827815,60723354,57998358,59567041,59310986,61420075
62759207,57101351,57399094,57310766,60141046,57533560,57191307,60772186,60962319
58942329,56960715,59635005,57687523,60474120,57895744,57058166,58541843,62764801
57806530,56365788,57748535,57830871,59167017,57060403,58372724,58270143,62369230
57662529,56650749,57552101,57419460,56715164,56201931,59468935,58330968,63517899
57053397,57634374,57498564,57755957,56515879,56719365,60465828,58054582,63610727
59637747,56961047,57123775,57873277,57000714,56745757,60104567,58250527,63748322
56429387,56702348,57074579,58435741,56966368,56607707,60061457,58367477,62696158
56797218,57481603,56671722,60304494,56680387,56715434,58427219,59743005,63052893
57969035,55616222,57336606,59905954,56727982,56273944,58904869,112270072,62633086
58770341,57212228,56062156,76452100,56992822,56408208,59827052,77927399,62730249
56245058,56905855,59965283,59683213,56648892,56690604,62762781,63848118,64962043
56103440,56400248,59560167,59505135,57175743,56737555,59633145,62749246,64051784
60472202,57459018,59091802,59055323,56555759,56847126,59821607,62829928,64085209
56992062,55852948,57098449,59457377,58282324,56656675,59660805,61880937,63947438
56106178,55641221,56697329,58890361,59807546,56980341,59790520,61623963,63816223
58647573,55783168,58539113,59104510,60498355,56404380,60000259,61371417,63471481
57666096,55949577,56748045,58604447,59990454,56722845,59759578,61721596,63088854
59271878,58386171,58297332,59049269,60748350,56675102,59613212,62221651,64898467
58099979,56682086,57362775,58786998,60376984,56719800,61003602,62748392,64257485
56864224,56391393,57528010,56362494,59464399,56965864,58693211,62450408,63593641
57758458,56385218,58607814,55876675,58472110,56594444,57419069,63307095,63270367
56916293,57475522,57930100,58006494,57704685,57523065,58011556,63979111,63137192
57845217,56999492,59823001,57977343,57719066,57005059,59294569,62637367,65521909
57293757,56521886,57664232,57978049,58029954,57011901,60270488,62742629,63692720
57620906,56567219,57348891,57658854,58042554,56680458,58976329,62807853,63531387
56020255,56413547,58825410,57586612,57889974,56239535,58820945,62815701,65999035
58980033,57324627,56897552,57250280,58078063,56980995,60500487,63884999,65411270
55909487,57677961,58260397,56487473,57871845,56634924,59614486,62337630,67929263
56259385,57573736,56494707,56332379,58269696,56840319,59043820,62071116,66174699
59812427,56545924,57530162,56338596,58058665,56524849,60724147,61272981,65409995
59843424,57188596,57106496,56641891,57801239,57729179,59831699,61985528,64797048
59597700,56928308,57001957,57588419,57968895,57228587,59274921,62046321,64126976
59654757,58972018,56498449,56169858,58113801,57510642,59078419,62191886,68524529
59513600,56656505,57934827,56387437,58044766,58295358,59103382,62142287,66393564
56753558,56796555,57790002,56810607,58045629,58500178,59483296,62076803,104677169
55803958,56658695,57745188,58107035,57700736,58767358,59495373,60326277,85241312
57065130,56629906,57435658,57780554,57966882,60389996,59721544,59239785,68278737
57122811,58704364,57245429,59602474,57956926,59972750,60528643,59129907,65916291
57389696,56585808,57760814,57630413,58112218,58631828,60811415,59286973,66799871
57309406,56469348,58350358,57714655,58892574,57061162,60263128,59310183,65406746
56674929,57448707,55634907,57215295,58050357,57486892,60866245,59264815,68571673
57937230,55626399,55962247,57676346,57992450,57268951,61703251,57435758,70050170
58833638,55710600,57705960,59992226,59307666,57333818,63103367,59407068,67699924
56639167,58019896,56771361,60205911,58733775,58291523,62054257,59638511,65141391
58259146,57883655,58278864,58496719,57877174,58594544,60810588,58368071,67241225
58663164,56544771,56998220,56764680,57360226,58208916,76564424,58243350,65923213
56699326,56152785,56603844,57145643,57741694,58305720,110113793,58050951,64741536
58412972,56346603,56858335,62265706,58088748,59634764,94836557,58000683,66197033
59168819,57293126,56552788,60981858,58397143,59855196,93336304,57550311,67852890
57509760,55812674,57599230,57608832,58241749,60476389,99154762,57460778,66161573
59171344,55509723,57081761,57494238,58573328,61379023,93688937,57522194,65726969
59234255,55868868,56814705,58009657,58046722,60997481,92649391,60254218,64637243
57626624,55482922,56778982,57571963,58476818,59696992,91810160,60450625,64786706
59321988,57324937,57738255,58416547,57828110,59510665,91145189,59101814,63762069
56961129,56479315,56890416,58610077,57963117,58176713,93597645,59107913,65215858
57084800,57636981,59771233,58693155,59491678,58356700,93556465,59516053,67168562
56995344,58347889,56997088,59209663,59092769,57583616,94069096,61002583,67599314
56427680,56047988,57377660,58802871,59495118,57633922,86648669,62852342,65996203
56691266,57070234,56583115,58776060,59765642,57600077,60624900,60732228,65680320
57576947,57806339,56890197,59971944,59391914,57166157,58909460,58928386,64928978
56892253,57101199,59734028,60316375,58526995,57406877,58132145,57979669,64996750
56786834,56489812,60060834,59740691,58042786,57299868,57979996,60869678,63645011
59561142,57281694,58207509,59058024,57915340,58526995,58037812,61157233,64499338
59190261,56536084,57988442,58721473,58173978,57313712,57710695,59566183,68950435
59911222,57693435,56514492,59056570,58149927,56339731,61618489,59332638,106722379
60248094,57451490,56761149,58587186,60450748,56432788,61230016,59492813,66967013
59884351,56626710,59038400,58835592,149796454,56141226,59642267,60573846,61413421
60146064,56251367,56923871,61589039,142345265,56645448,60798574,59872012,60503183
59825504,56404698,56580877,60596354,92136083,56569770,60063836,59529719,60485078
60867619,59283566,56696962,60524694,78762550,57004438,59634309,59647778,60987492
55981776,56720171,58833800,59926768,82070665,56488087,58811234,59860076,67690253
55831627,56419480,59791631,59592512,63700568,57090649,58677082,59856501,66680705
61203092,57534628,57806611,60026137,58981058,56710536,58515582,59198571,66124286
56640985,57970993,57314641,59710416,58664065,56000463,59494825,59727789,64201827
56126566,55640961,56904200,55677583,58328425,56830769,59449557,59322569,60671041
57592721,57331803,57133545,55988407,58519757,56601423,59325341,59596520,59906511
58153920,56304964,56688599,55581537,57868135,57109243,58775349,59360541,59791011
