b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
4447,15716,30555,62895,124584,252435,507440,1011273,2019548,4062772,8155691,16311992,32624852,65291463
4145,15829,32128,62763,124783,251024,506826,1012096,2021744,4074172,8161332,16325493,32647110,65312206
3995,16283,31930,62811,125263,251829,503605,1009838,2022832,4068561,7805691,16317366,32654998,65294014
4227,15873,31120,63089,126084,253540,507187,1013206,1996710,4060422,8150359,16294492,32665147,65279019
4349,15914,32186,63414,124151,253863,506767,1010272,2021435,4071846,8146018,16286789,32638620,65291999
4184,15894,31937,62866,125798,251100,509337,1009111,2021710,4050574,8155591,16293596,32637384,65278098
4130,16183,31363,63422,126523,252574,505899,1011023,2023564,4066561,8142979,16306499,32630645,65256793
4050,15797,31898,63260,126777,250552,507613,1012544,2026394,4067320,8146938,16318051,32616105,65291534
4003,16242,31324,62762,125120,252904,507364,1013579,2018514,4066688,8151709,16296508,32641849,65278614
4202,16116,31571,63104,125829,250842,502223,1013111,2020985,4071341,8154719,16291280,32650092,65307556
4144,16121,31873,62792,127562,250864,504315,1016956,2024852,4064587,8130849,16317004,32662405,65318308
4112,16131,31819,64258,126407,252215,502679,1013663,2022129,4060345,8143234,16311221,32633854,65331014
4118,15778,31581,62603,126289,251850,506564,1009531,2020136,4065151,8149612,16311494,32637915,65337370
4152,15788,32074,63454,126777,253062,509501,1011927,2021250,4064233,8144333,16302744,32642477,65265194
4206,16101,31467,63931,127328,250495,506977,1013037,2014549,4063252,8140271,16275672,32636808,65294458
4116,15895,32129,62321,127694,252041,507605,1011689,2013389,4061999,8149428,16278119,32632409,65306819
4216,16387,31596,63908,129146,252230,503834,1019097,1992808,4058055,8143725,16309739,32634147,65293631
4292,16165,32081,64507,125944,251312,504512,1009482,1983946,4064202,8139709,16305492,32633675,65301535
4338,16128,31764,62527,127815,252646,506988,1010355,2025136,4075597,8157092,16288218,32632451,65314949
4244,16054,31922,62671,126334,251305,505640,1009802,2025465,4061059,8148103,16292186,32654531,65296322
4066,15542,31680,62387,125516,251406,507489,1014708,2027482,4062499,7844388,16313691,32657088,65280136
4314,15718,32117,62605,125704,251972,506972,1014317,2018135,4064502,8154687,16286753,32621450,65280469
4150,15892,32447,63591,125653,252376,507635,1012039,2042086,4068152,8151680,16284395,32633410,65325126
4161,15970,31187,62910,127433,252377,503469,1015363,2019811,4062791,8146648,16299705,32617649,65280072
4097,15667,31650,62324,125669,252190,505521,1010275,2023115,4060050,8160789,16295092,32627033,65282507
4302,15509,31312,63475,124828,250450,507737,1008105,2016415,4057788,8155549,16304965,32646611,65295417
4235,16028,31709,63843,125348,251540,505978,980087,2021326,4067740,8148490,16300837,32643442,65300947
4018,16165,32228,63085,124683,252195,504113,995315,2023006,4062139,8156097,16315383,32631521,65300777
4272,15994,31258,63244,126460,252970,507555,1005158,2020935,4071853,8149015,16302764,32627458,65330254
