b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
262924,252190,314917,435038,688127,2248076,3955193,6089694,10489342,18830858
247812,278960,308075,449953,666498,2219264,3301902,8441538,11482182,21860099
241901,280659,320956,407713,749981,3076482,2821840,22771159,13405462,22846501
241816,264569,295600,487077,633007,2526431,6870409,9601305,11110297,22821345
248226,274038,362871,424697,752152,1021053,6589070,11635916,13025654,22710096
235617,255949,331787,440100,1870006,1125044,3062859,8260561,10031364,22399169
226610,271784,315977,445100,1661377,2199598,4372695,6020126,12361798,23796286
247163,262825,335367,444507,1398584,2885971,2589028,8697083,12592215,22224676
245649,340924,363263,428337,666118,1873493,3619812,8779459,11942371,22790063
221753,279511,296926,388601,604334,1020533,3332996,6631366,12663304,17608570
255649,254639,296898,402206,716423,2569375,8385946,8813823,10349498,23254480
242158,271219,328396,451899,621883,1804345,5085690,8088753,11733021,22411678
262542,299348,324677,399622,599948,1132161,2033595,7598581,13294281,18804337
210490,290699,330943,476403,618652,2599202,1757931,8605077,11446761,22023234
237646,260800,318053,415124,607516,2207000,2552629,6738514,12980094,23072119
209892,247608,293227,479337,590393,4713554,1650050,8841308,11392398,16563160
252007,278807,317046,417333,658608,1897858,2946638,8217564,12956674,22963294
243047,306642,320361,418933,609524,1048813,12000655,17399403,11351271,22242906
226540,285224,317251,416457,772207,2531437,5099261,18385884,13037882,17421332
258520,275003,335779,405734,621491,1778174,2803573,8768302,11517755,21725151
219205,259800,310991,412308,663764,1139385,1721043,6124369,13001229,22692663
249586,247973,435279,413805,1331955,2590785,4728211,8905346,10704033,22311893
241477,283084,308340,458263,1119533,1819434,1750702,8231810,13138374,22859622
258343,279670,329416,444293,952470,3239908,1736027,7727216,10231741,17638980
251836,297840,328102,448107,622541,3925307,2549310,27869650,13127714,23011101
195590,246738,319319,427036,594057,1238884,1683417,14547684,10402444,22243717
211467,266301,354610,417447,607320,2120130,4813521,8584569,13035761,18774503
203531,277021,352371,401458,574614,1893147,1713565,8207160,11458335,21847091
239878,256018,341504,415999,752195,968401,8849365,5965053,14872436,23605085
202286,292163,295605,419914,587901,1097645,3162774,10288405,9016999,16520266
200202,272715,305609,425557,594169,939721,2424855,8388060,15647720,22808104
222044,254660,311796,416805,640843,2117332,4715404,6355248,12203975,22276645
211113,291000,323859,452275,603894,1139644,1768104,9235671,12082590,18797028
206399,297881,293011,385960,629562,1298886,1686307,8542643,12146151,21540127
217318,279676,303686,432993,647735,973839,2432009,12684213,10130436,29284400
206786,248602,313167,395865,623992,4396037,1678228,23781025,11539324,30555145
197757,293286,299194,445708,1098240,4145762,4714246,20292655,13069526,23357551
231535,289119,300609,439598,4910112,1036059,1724328,10574500,10450163,22786786
252652,274543,316991,404831,1397574,1020374,1769358,8733610,11995111,23241223
200823,290062,339426,453773,599001,978558,2517411,12538404,12571524,27851782
