b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
18199,18418,18236,18113,18411,18152,18554,24388,28728,30352,29744,45581,28787,32990,34842,33174
17987,17878,18225,18040,18449,18230,18455,24069,28869,31840,28676,28023,28730,29053,30204,77209
18162,17917,18266,18012,18423,18448,18524,27974,28612,30924,28748,29613,28618,28254,30607,33140
17781,17681,18456,17859,18232,18367,18429,28189,29656,31855,29312,27594,29193,28118,30546,37993
18035,17889,18316,17869,18456,18309,19200,24630,27892,31765,29615,26860,29379,27376,29608,32198
17933,17945,18450,17912,18271,27799,18686,25036,29434,31136,27824,28241,31202,28610,450749,33120
18132,17837,18245,18042,18370,21189,18504,25098,28048,38874,29196,27477,27913,28068,30039,31105
17634,17588,18286,17892,18682,18749,18077,22715,27635,31557,28311,28043,28857,28342,30910,33892
17946,18441,18431,17904,18420,18372,18060,25447,29404,31845,28718,27467,29474,31057,30302,65148
17618,18027,18208,18285,18533,18415,18618,26667,26912,30488,29002,27748,28135,30188,29867,42852
17804,17935,18398,17999,18367,18791,18448,28268,25083,32101,29868,26992,28877,35038,30685,32307
18017,17592,18280,17982,18248,18357,18457,28822,24751,32754,28809,27692,29028,29726,29589,33650
18171,17939,18185,17872,18378,18179,18965,28229,24776,31008,27949,27123,28888,30364,31298,44509
18228,17809,18319,17720,18620,18323,18884,29457,29463,32963,28566,28484,28664,28670,30536,31872
18239,17477,18379,18106,18946,18392,18402,27802,26021,32144,28769,27428,27968,29446,36514,136379
